loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,start_date,end_date,status
35,3338,Home,3925524.16,12.47,84,2024-01-18,2031-01-18,Active
36,3346,Education,3042832.93,11.99,24,2021-12-22,2023-12-22,Active
37,2537,Home,140860.84,8.99,84,2022-02-14,2029-02-14,Closed
38,86,Education,3207219.79,6.57,60,2023-10-15,2028-10-15,Defaulted
39,1264,Education,213235.87,13.32,84,2025-09-11,2032-09-11,Active
40,1074,Personal,3435923.07,8.62,48,2022-10-31,2026-10-31,Active
41,2999,Home,3455416.06,12.84,72,2024-03-22,2030-03-22,Active
42,3068,Home,1568631.7,6.79,48,2023-02-08,2027-02-08,Active
43,3615,Home,4667256.67,9.26,48,2025-05-18,2029-05-18,Closed
44,4072,Personal,577084.73,10.43,24,2025-05-31,2027-05-31,Closed
45,443,Business,3853915.59,8.27,72,2021-10-29,2027-10-29,Closed
46,4687,Personal,1383975.75,8.44,12,2020-10-07,2021-10-07,Active
47,1469,Personal,4958781.61,8.08,60,2025-01-14,2030-01-14,Active
48,1714,Business,2898825.07,13.9,48,2025-08-23,2029-08-23,Closed
49,2520,Business,777138.02,14.27,122,2022-08-26,2032-08-26,Closed
50,464,Personal,4740012.31,13.58,84,2023-01-10,2030-01-10,Defaulted
51,2994,Home,1112054.78,11.57,48,2025-04-24,2029-04-24,Defaulted
52,2621,Business,3816412.79,14.39,122,2024-03-02,2034-03-02,Active
53,2616,Home,943097.92,12.63,122,2025-04-18,2035-04-18,Defaulted
54,655,Education,1727065.79,7.91,84,2025-01-12,2032-01-12,Defaulted
55,2461,Business,2135815.86,12.85,84,2022-09-14,2029-09-14,Active
56,3520,Education,2351006.53,10.8,72,2021-02-10,2027-02-10,Active
57,4537,Car,4976039.08,9.69,48,2024-06-21,2028-06-21,Closed
58,4975,Personal,3096233.74,9.42,122,2021-12-07,2031-12-07,Defaulted
59,4584,Education,1994288.95,12.07,122,2022-12-18,2032-12-18,Defaulted
60,57,Education,4692540.53,10.84,72,2024-02-15,2030-02-15,Active
61,1522,Education,3853579.65,7.21,48,2024-11-03,2028-11-03,Closed
62,727,Car,1095232.29,10.52,60,2022-01-19,2027-01-19,Active
63,822,Car,149058.03,8.52,36,2025-03-31,2028-03-31,Active
64,4944,Education,2611136.38,6.62,72,2024-07-20,2030-07-20,Closed
65,1982,Car,1359504.12,10.61,48,2025-08-29,2029-08-29,Active
66,4946,Car,2887088.78,13.91,122,2021-05-05,2031-05-05,Defaulted
67,1092,Business,3244460.84,9.82,48,2024-05-18,2028-05-18,Closed
68,2369,Home,4655238.33,12.78,60,2020-12-13,2025-12-13,Active
69,4594,Personal,1040044.16,7.55,36,2021-04-21,2024-04-21,Active
70,1343,Education,3395267.6,10.98,84,2021-07-10,2028-07-10,Closed
71,4864,Personal,3958884.39,12.41,36,2023-04-25,2026-04-25,Active
72,3599,Car,3144797.09,14.39,122,2021-05-23,2031-05-23,Defaulted
73,1307,Business,2691269.16,7.4,48,2022-08-03,2026-08-03,Closed
74,1153,Car,4149954.15,8.51,12,2021-09-21,2022-09-21,Active
75,1494,Business,3897645.63,14.16,12,2025-10-02,2026-10-02,Active
76,2060,Home,3499137.79,11.27,12,2022-11-16,2023-11-16,Closed
77,1548,Car,2328911.57,9.42,48,2023-10-22,2027-10-22,Defaulted
78,2285,Car,1797373.52,11.59,60,2022-02-25,2027-02-25,Active
79,2433,Home,3768801.93,11.93,122,2022-07-03,2032-07-03,Defaulted
80,4842,Business,1032130.0,10.45,36,2024-03-24,2027-03-24,Active
81,3959,Personal,3968618.36,10.31,72,2021-09-06,2027-09-06,Active
82,2690,Personal,2706285.23,12.67,60,2022-09-28,2027-09-28,Active
83,3187,Education,3323263.27,9.77,12,2022-07-30,2023-07-30,Closed
84,3576,Car,4482292.92,7.8,24,2024-10-21,2026-10-21,Defaulted
85,1812,Home,4977806.42,7.45,24,2024-03-25,2026-03-25,Active
86,3223,Car,124002.36,13.62,60,2020-10-07,2025-10-07,Active
87,1268,Education,1262519.87,12.34,36,2023-09-02,2026-09-02,Defaulted
88,1234,Education,4064526.11,13.37,36,2022-05-08,2025-05-08,Closed
89,3830,Car,4958391.47,8.85,122,2022-11-17,2032-11-17,Active
90,618,Business,3565704.54,7.42,84,2021-02-19,2028-02-19,Defaulted
91,277,Education,2063705.99,13.28,84,2022-12-05,2029-12-05,Closed
92,3917,Education,1869907.33,11.23,12,2023-06-30,2024-06-30,Active
93,1699,Home,2543678.55,11.67,72,2025-06-30,2031-06-30,Active
94,3101,Personal,4865827.23,6.95,12,2025-02-09,2026-02-09,Defaulted
95,2566,Business,2891109.51,13.4,36,2021-07-26,2024-07-26,Defaulted
96,2493,Personal,2432844.42,7.13,36,2024-03-03,2027-03-03,Active
97,308,Personal,2824669.79,9.16,122,2023-08-04,2033-08-04,Defaulted
98,440,Education,816961.84,13.29,36,2020-12-13,2023-12-13,Closed
99,152,Education,2631917.59,13.97,84,2022-03-04,2029-03-04,Closed
100,4148,Education,4039781.7,12.04,36,2023-10-30,2026-10-30,Closed
101,3443,Personal,74876.24,9.92,36,2023-02-18,2026-02-18,Defaulted
102,20,Car,1027557.09,13.79,84,2023-05-02,2030-05-02,Active
103,328,Education,914190.72,8.79,48,2024-12-23,2028-12-23,Active
104,4165,Education,2608342.0,8.61,72,2021-12-29,2027-12-29,Closed
105,3373,Personal,1088830.15,11.29,24,2022-12-29,2024-12-29,Defaulted
106,3669,Personal,490201.14,6.97,60,2021-10-28,2026-10-28,Defaulted
107,3979,Home,1892614.21,12.27,48,2021-08-04,2025-08-04,Defaulted
108,1783,Business,2796293.45,9.88,122,2024-05-30,2034-05-30,Defaulted
109,2276,Personal,2850470.24,9.42,24,2023-06-20,2025-06-20,Defaulted
110,4146,Home,4683924.36,6.94,84,2021-01-12,2028-01-12,Defaulted
111,2581,Home,3383287.82,13.63,72,2022-05-29,2028-05-29,Closed
112,4893,Car,4029229.31,7.97,48,2023-03-23,2027-03-23,Closed
113,3576,Car,1514835.43,12.24,60,2023-02-03,2028-02-03,Active
114,1080,Business,467139.27,12.99,48,2021-01-01,2025-01-01,Closed
115,3122,Car,3608589.38,12.34,24,2025-08-03,2027-08-03,Active
116,1286,Home,546194.78,12.24,24,2024-04-21,2026-04-21,Closed
117,2362,Car,3415099.72,13.15,72,2024-03-08,2030-03-08,Closed
118,134,Home,255899.98,6.68,12,2021-04-20,2022-04-20,Active
119,3690,Car,1896385.14,7.69,84,2024-10-05,2031-10-05,Active
120,1582,Education,2814003.16,13.84,60,2024-11-18,2029-11-18,Closed
121,1415,Personal,1987824.67,13.26,36,2021-04-26,2024-04-26,Closed
122,3778,Home,51192.33,7.85,122,2025-02-24,2035-02-24,Defaulted
123,4106,Car,200596.52,9.13,36,2021-11-03,2024-11-03,Active
124,3689,Home,4545538.5,7.28,122,2022-12-18,2032-12-18,Closed
125,4479,Home,3051728.39,10.11,60,2025-05-05,2030-05-05,Closed
126,4278,Education,4695417.65,7.48,12,2025-08-21,2026-08-21,Defaulted
127,632,Personal,1099537.86,6.74,48,2025-05-31,2029-05-31,Defaulted
128,3032,Personal,2197979.49,8.72,84,2021-02-12,2028-02-12,Closed
129,4711,Education,4356034.37,11.34,60,2025-05-31,2030-05-31,Active
130,2659,Education,3089749.15,10.76,84,2025-05-13,2032-05-13,Defaulted
131,2207,Car,504659.17,10.06,84,2020-10-14,2027-10-14,Defaulted
132,4437,Home,4997550.69,13.18,48,2024-03-03,2028-03-03,Defaulted
133,3644,Car,4472622.32,13.09,36,2024-09-09,2027-09-09,Closed
134,978,Business,560056.38,8.32,12,2025-06-14,2026-06-14,Active
135,4702,Education,65452.17,8.93,36,2021-12-31,2024-12-31,Active
136,3148,Car,587606.64,10.28,84,2021-08-03,2028-08-03,Active
137,811,Personal,3401781.07,13.5,84,2023-01-27,2030-01-27,Closed
138,2611,Business,3758624.97,14.01,122,2021-06-10,2031-06-10,Closed
139,2276,Education,316796.54,6.6,72,2024-07-12,2030-07-12,Defaulted
140,4283,Personal,3323623.66,8.81,84,2023-01-25,2030-01-25,Closed
141,2937,Personal,1304830.03,9.15,122,2024-04-13,2034-04-13,Active
142,1411,Education,1385490.49,10.59,60,2025-02-28,2030-02-28,Closed
143,2250,Home,2228734.81,10.6,12,2021-08-26,2022-08-26,Active
144,3166,Personal,3379932.38,9.6,122,2022-09-09,2032-09-09,Defaulted
145,3400,Personal,1293973.05,7.83,36,2023-07-17,2026-07-17,Defaulted
146,471,Home,1779896.89,12.43,72,2022-05-02,2028-05-02,Closed
147,3135,Personal,3795689.31,11.84,72,2024-02-13,2030-02-13,Closed
148,873,Car,1208439.47,11.2,36,2023-12-19,2026-12-19,Closed
149,2479,Home,2874913.82,10.37,60,2023-01-07,2028-01-07,Defaulted
150,4823,Personal,2772395.98,10.43,122,2025-05-29,2035-05-29,Active
151,1178,Car,2849009.01,12.22,48,2024-05-09,2028-05-09,Defaulted
152,3331,Home,592659.56,12.5,84,2025-05-05,2032-05-05,Defaulted
153,1912,Education,722636.44,7.03,72,2022-11-18,2028-11-18,Active
154,521,Home,4881594.45,14.16,122,2025-09-17,2035-09-17,Active
155,3345,Home,349160.9,10.05,48,2024-02-17,2028-02-17,Defaulted
156,2444,Car,971912.44,10.38,60,2025-06-09,2030-06-09,Active
157,4200,Home,4159377.35,14.1,84,2024-07-05,2031-07-05,Active
158,371,Home,3189550.63,9.33,72,2023-06-01,2029-06-01,Defaulted
159,4381,Home,3036461.55,9.0,48,2025-01-27,2029-01-27,Defaulted
160,2278,Car,4553627.02,13.46,24,2024-01-03,2026-01-03,Closed
161,4739,Business,2813247.16,9.1,12,2025-08-03,2026-08-03,Closed
162,543,Business,1502278.89,6.77,122,2023-06-03,2033-06-03,Closed
163,4718,Car,4088313.21,10.1,122,2021-07-13,2031-07-13,Closed
164,2758,Business,1659408.0,10.27,36,2023-07-19,2026-07-19,Closed
165,898,Personal,4102753.05,7.5,48,2023-08-29,2027-08-29,Closed
166,4993,Business,4295397.14,13.68,60,2022-12-26,2027-12-26,Active
167,2448,Home,4736204.18,9.68,72,2023-06-07,2029-06-07,Closed
168,1677,Education,1124845.0,9.49,72,2021-03-08,2027-03-08,Defaulted
169,4032,Business,1697914.88,7.91,60,2021-09-14,2026-09-14,Active
170,4695,Education,3055970.02,10.31,72,2021-10-26,2027-10-26,Defaulted
171,1825,Home,4335219.91,6.76,60,2021-11-28,2026-11-28,Closed
172,4789,Car,3237146.24,12.6,12,2022-04-20,2023-04-20,Defaulted
173,3541,Car,3809458.52,13.59,12,2021-04-06,2022-04-06,Defaulted
174,2056,Car,3658717.03,13.92,60,2024-10-29,2029-10-29,Defaulted
175,363,Home,1696650.17,10.53,48,2023-11-02,2027-11-02,Closed
176,4346,Personal,119694.33,6.56,36,2022-11-10,2025-11-10,Defaulted
177,2297,Education,1238626.77,7.31,12,2024-01-04,2025-01-04,Active
178,2558,Home,1338046.27,7.92,36,2021-02-21,2024-02-21,Active
179,790,Education,191174.12,13.77,122,2023-10-02,2033-10-02,Closed
180,2341,Education,90704.5,12.39,84,2021-09-23,2028-09-23,Closed
181,4995,Home,803132.04,13.8,72,2021-05-12,2027-05-12,Defaulted
182,2530,Business,4469339.9,11.73,24,2024-10-19,2026-10-19,Closed
183,2190,Car,3377559.04,6.54,36,2021-06-07,2024-06-07,Active
184,4104,Business,4925114.25,13.52,36,2024-05-10,2027-05-10,Closed
185,4260,Business,4480775.82,11.77,84,2021-04-16,2028-04-16,Closed
186,869,Car,1756695.3,13.65,84,2022-09-11,2029-09-11,Active
187,1801,Education,1493008.79,11.0,36,2025-05-03,2028-05-03,Active
188,2954,Business,543668.31,13.88,84,2025-06-27,2032-06-27,Closed
189,1358,Education,746813.77,8.3,122,2024-02-14,2034-02-14,Closed
190,2397,Home,2812764.08,12.61,48,2022-07-11,2026-07-11,Closed
191,1577,Education,3115788.96,8.36,12,2024-05-06,2025-05-06,Closed
192,1490,Home,54668.06,12.56,48,2023-06-09,2027-06-09,Closed
193,756,Education,4926776.26,12.98,24,2022-11-17,2024-11-17,Defaulted
194,4102,Personal,2328022.76,13.73,36,2024-04-04,2027-04-04,Active
195,3126,Personal,2078745.98,10.7,72,2021-10-31,2027-10-31,Defaulted
196,2560,Business,2411792.35,10.08,84,2021-08-12,2028-08-12,Defaulted
197,4864,Education,3887194.31,10.71,12,2025-02-21,2026-02-21,Active
198,1930,Education,1617749.75,8.57,36,2025-09-09,2028-09-09,Defaulted
199,1184,Education,236849.22,11.17,48,2022-12-22,2026-12-22,Active
200,3689,Car,1188309.01,7.69,12,2023-07-20,2024-07-20,Active
201,1868,Business,3286458.32,11.95,122,2023-12-06,2033-12-06,Active
202,295,Personal,3773166.72,10.53,84,2021-03-28,2028-03-28,Closed
203,4442,Home,4475570.3,13.99,122,2023-12-27,2033-12-27,Defaulted
204,4524,Education,4046486.15,11.58,60,2024-11-22,2029-11-22,Closed
205,4759,Personal,1553418.72,14.36,72,2020-10-29,2026-10-29,Active
206,3647,Education,1406974.03,8.12,84,2021-03-07,2028-03-07,Closed
207,2572,Business,2238662.86,6.95,48,2020-12-21,2024-12-21,Defaulted
208,635,Education,4893547.6,11.21,12,2025-08-19,2026-08-19,Defaulted
209,1722,Business,2806912.85,11.75,122,2023-04-29,2033-04-29,Active
210,2890,Personal,2510267.06,6.76,24,2021-12-02,2023-12-02,Closed
211,4936,Business,3080940.88,12.23,12,2023-04-22,2024-04-22,Defaulted
212,2479,Business,2112907.85,12.56,72,2025-04-10,2031-04-10,Defaulted
213,3200,Education,1173656.43,8.27,36,2025-09-13,2028-09-13,Defaulted
214,1722,Business,849014.09,9.48,60,2022-11-22,2027-11-22,Defaulted
215,3632,Car,4242709.58,13.12,84,2022-04-14,2029-04-14,Defaulted
216,188,Home,1944979.83,11.21,36,2021-02-28,2024-02-28,Defaulted
217,3924,Home,3618040.77,8.43,84,2023-04-05,2030-04-05,Active
218,1949,Home,882298.38,14.28,84,2023-12-19,2030-12-19,Active
219,939,Personal,3106908.7,14.35,12,2023-12-15,2024-12-15,Defaulted
220,723,Car,1721892.14,12.12,24,2023-02-04,2025-02-04,Defaulted
221,4424,Home,1151888.0,8.59,84,2025-07-01,2032-07-01,Defaulted
222,1097,Education,2583915.5,9.06,12,2024-06-18,2025-06-18,Active
223,3292,Business,879726.74,8.6,84,2024-06-07,2031-06-07,Active
224,971,Education,226954.55,12.14,12,2024-12-29,2025-12-29,Defaulted
225,1081,Education,2485977.45,7.25,48,2024-04-03,2028-04-03,Active
226,4830,Education,899885.27,7.32,36,2021-03-10,2024-03-10,Defaulted
227,4971,Car,3082334.4,7.25,48,2023-07-18,2027-07-18,Closed
228,4190,Personal,3783697.55,6.66,84,2024-06-20,2031-06-20,Defaulted
229,3721,Car,1284410.15,13.63,12,2022-12-29,2023-12-29,Defaulted
230,2591,Education,3606730.02,7.08,12,2022-02-20,2023-02-20,Closed
231,2687,Business,4114574.22,10.44,122,2020-11-19,2030-11-19,Defaulted
232,3390,Car,4241575.98,11.31,48,2023-05-29,2027-05-29,Closed
233,2903,Home,3425073.51,14.45,122,2023-06-10,2033-06-10,Closed
234,3623,Home,1200060.95,11.49,48,2024-05-14,2028-05-14,Active
235,1787,Personal,2328590.88,6.82,24,2023-11-11,2025-11-11,Closed
236,2788,Personal,121629.68,7.45,12,2024-12-06,2025-12-06,Closed
237,269,Car,3263004.12,11.04,72,2024-07-13,2030-07-13,Defaulted
238,767,Business,2789476.33,6.75,122,2023-08-28,2033-08-28,Defaulted
239,1824,Personal,2373049.83,13.9,60,2025-05-03,2030-05-03,Closed
240,367,Personal,2018079.75,11.5,60,2021-01-04,2026-01-04,Defaulted
241,4403,Home,3910102.44,12.77,48,2025-08-15,2029-08-15,Active
242,2551,Personal,2620436.41,13.36,24,2024-08-06,2026-08-06,Closed
243,422,Car,1987321.56,13.61,24,2023-05-22,2025-05-22,Active
244,2644,Car,1239124.47,8.74,12,2023-06-23,2024-06-23,Closed
245,4389,Home,312947.09,12.86,122,2022-08-22,2032-08-22,Closed
246,3224,Home,2114423.42,8.33,24,2022-05-26,2024-05-26,Defaulted
247,3588,Business,1197361.87,13.71,122,2025-01-26,2035-01-26,Closed
248,4406,Car,4177887.17,10.93,12,2021-01-03,2022-01-03,Active
249,2479,Personal,3099748.46,10.29,60,2024-05-18,2029-05-18,Closed
250,4198,Personal,1988749.39,13.82,60,2021-11-16,2026-11-16,Closed
251,3876,Home,671782.88,9.85,60,2022-10-29,2027-10-29,Active
252,3468,Personal,1755581.44,10.49,84,2023-11-28,2030-11-28,Active
253,544,Car,2315277.78,10.65,84,2022-12-16,2029-12-16,Active
254,2616,Car,742598.94,10.61,122,2024-03-15,2034-03-15,Closed
255,4146,Home,1249973.13,7.97,48,2024-01-03,2028-01-03,Closed
256,4771,Personal,370929.38,12.6,122,2021-11-16,2031-11-16,Closed
257,1313,Education,2165837.51,11.51,36,2022-05-01,2025-05-01,Active
258,856,Business,3651587.05,11.93,84,2024-04-28,2031-04-28,Defaulted
259,1708,Car,2378978.56,9.6,12,2023-08-17,2024-08-17,Defaulted
260,727,Business,1911001.55,11.62,72,2023-03-23,2029-03-23,Closed
261,2493,Car,2499232.06,13.29,36,2021-03-23,2024-03-23,Active
262,1435,Home,4379774.82,7.86,60,2021-09-07,2026-09-07,Closed
263,3055,Business,724356.58,11.54,24,2024-02-19,2026-02-19,Closed
264,2084,Business,1541067.45,6.65,48,2023-08-09,2027-08-09,Closed
265,3188,Education,4448781.21,8.32,12,2023-09-19,2024-09-19,Active
266,2457,Education,4649939.23,12.24,60,2022-09-17,2027-09-17,Closed
267,2086,Car,3825134.78,8.11,84,2021-03-21,2028-03-21,Defaulted
268,1003,Business,1209262.41,10.67,72,2020-11-03,2026-11-03,Closed
269,4463,Home,901894.27,8.94,60,2024-05-19,2029-05-19,Defaulted
270,3990,Business,1641239.27,7.78,60,2022-02-15,2027-02-15,Active
271,3480,Education,1065655.03,12.81,24,2022-05-09,2024-05-09,Active
272,2759,Car,877619.48,6.73,12,2021-10-08,2022-10-08,Active
273,631,Education,3165306.97,14.31,24,2022-04-02,2024-04-02,Defaulted
274,4521,Personal,1689508.38,7.45,24,2022-01-21,2024-01-21,Active
275,1868,Personal,2873417.26,13.75,60,2023-04-07,2028-04-07,Defaulted
276,3929,Home,3931105.81,11.48,84,2022-04-21,2029-04-21,Defaulted
277,4840,Business,1609529.66,10.84,60,2024-08-10,2029-08-10,Active
278,3989,Personal,501661.96,11.93,122,2024-05-28,2034-05-28,Active
279,1053,Business,3639225.29,14.22,36,2024-10-31,2027-10-31,Closed
280,2365,Car,1338966.93,6.65,48,2024-10-17,2028-10-17,Active
281,1242,Personal,2750761.9,12.15,84,2023-05-29,2030-05-29,Defaulted
282,243,Car,3962517.01,8.05,84,2024-03-05,2031-03-05,Active
283,4570,Education,1345676.7,10.6,48,2021-11-27,2025-11-27,Closed
284,3707,Home,1686474.01,13.38,122,2023-06-14,2033-06-14,Defaulted
285,3093,Education,2395112.76,12.9,84,2021-05-03,2028-05-03,Closed
286,639,Car,2924067.81,12.68,12,2024-01-31,2025-01-31,Closed
287,3229,Personal,1696731.28,13.15,48,2020-12-31,2024-12-31,Active
288,263,Car,1409132.96,10.87,36,2021-08-24,2024-08-24,Active
289,1804,Business,1109335.21,10.3,60,2021-06-08,2026-06-08,Defaulted
290,4459,Home,1624967.29,8.63,12,2022-04-08,2023-04-08,Active
291,3586,Business,4836575.84,7.78,84,2023-02-25,2030-02-25,Active
292,3449,Personal,3947262.9,14.37,122,2021-08-12,2031-08-12,Defaulted
293,133,Education,148512.34,12.09,24,2021-07-19,2023-07-19,Closed
294,592,Car,1301913.44,6.82,72,2023-12-07,2029-12-07,Defaulted
295,2494,Education,2044303.42,13.98,60,2025-01-16,2030-01-16,Active
296,2248,Home,108237.22,11.2,60,2022-11-25,2027-11-25,Defaulted
297,1346,Car,2531912.57,13.49,48,2025-04-20,2029-04-20,Closed
298,514,Personal,465808.49,11.95,122,2025-02-28,2035-02-28,Closed
299,2954,Personal,3416543.01,11.85,84,2024-01-25,2031-01-25,Active
300,3088,Home,4714555.75,13.08,12,2021-04-10,2022-04-10,Defaulted
301,3144,Education,257764.99,10.27,48,2020-10-25,2024-10-25,Active
302,3110,Home,2019867.63,8.98,48,2025-04-30,2029-04-30,Defaulted
303,4789,Education,2284116.79,9.57,72,2020-11-21,2026-11-21,Defaulted
304,2744,Business,2190052.8,14.33,72,2021-09-07,2027-09-07,Active
305,1497,Education,488733.23,13.88,122,2024-10-19,2034-10-19,Closed
306,2153,Personal,2427171.73,11.49,24,2025-02-25,2027-02-25,Defaulted
307,369,Car,4159405.68,9.38,12,2024-02-18,2025-02-18,Defaulted
308,2650,Car,2180588.45,9.78,12,2024-11-09,2025-11-09,Defaulted
309,2741,Home,1904918.56,13.9,72,2024-12-20,2030-12-20,Defaulted
310,1707,Personal,4153202.96,7.37,60,2025-07-08,2030-07-08,Defaulted
311,2096,Education,585210.59,9.92,84,2021-11-07,2028-11-07,Active
312,1480,Business,538354.01,11.45,48,2022-06-06,2026-06-06,Active
313,2464,Car,761273.46,10.68,122,2021-06-08,2031-06-08,Active
314,542,Personal,85738.74,9.03,60,2022-03-27,2027-03-27,Closed
315,3097,Personal,3402094.08,10.37,24,2025-09-05,2027-09-05,Defaulted
316,3951,Business,4892433.96,13.49,60,2023-10-24,2028-10-24,Active
317,1220,Home,1827400.36,6.86,72,2024-07-16,2030-07-16,Active
318,2136,Business,4235850.19,13.79,122,2020-11-17,2030-11-17,Defaulted
319,3823,Car,4112105.6,7.52,72,2023-02-01,2029-02-01,Active
320,1098,Personal,4989679.92,8.57,12,2024-07-23,2025-07-23,Active
321,4778,Personal,3634814.32,13.76,72,2021-11-29,2027-11-29,Active
322,3612,Education,1216651.22,13.77,122,2024-03-28,2034-03-28,Closed
323,777,Home,1581933.82,14.31,48,2023-01-01,2027-01-01,Defaulted
324,4329,Business,1442237.1,14.13,72,2022-02-27,2028-02-27,Active
325,490,Business,315046.02,12.17,24,2024-05-18,2026-05-18,Closed
326,1993,Personal,2683950.11,10.32,24,2021-05-30,2023-05-30,Active
327,4771,Personal,1156296.86,12.14,24,2022-01-06,2024-01-06,Active
328,532,Car,994506.98,10.92,60,2021-09-15,2026-09-15,Closed
329,3944,Car,1303564.55,14.14,84,2022-03-01,2029-03-01,Defaulted
330,852,Education,191724.41,8.1,12,2021-03-21,2022-03-21,Defaulted
331,636,Home,1249437.5,9.81,122,2022-07-01,2032-07-01,Active
332,3321,Education,1202014.7,10.43,72,2025-04-05,2031-04-05,Closed
333,1056,Education,4368704.34,12.2,72,2022-11-25,2028-11-25,Active
334,3331,Car,2920811.8,7.21,12,2022-09-16,2023-09-16,Closed
335,4737,Car,3485260.94,7.83,48,2024-11-01,2028-11-01,Defaulted
336,591,Personal,3942518.56,8.5,72,2023-09-04,2029-09-04,Active
337,1608,Education,2114391.21,9.3,12,2022-09-14,2023-09-14,Active
338,433,Car,4301128.88,7.51,36,2024-06-03,2027-06-03,Active
339,1516,Personal,2849942.17,7.64,84,2023-09-15,2030-09-15,Defaulted
340,2746,Personal,3538739.39,13.74,12,2024-01-17,2025-01-17,Active
341,1378,Home,2201307.89,10.4,60,2025-04-16,2030-04-16,Active
342,2370,Home,4640743.04,10.67,36,2021-03-04,2024-03-04,Closed
343,3350,Home,2463612.27,11.13,122,2024-09-07,2034-09-07,Active
344,2581,Personal,3461687.19,7.36,24,2025-06-23,2027-06-23,Closed
345,4824,Home,4114497.11,9.98,36,2023-09-29,2026-09-29,Active
346,3292,Car,408125.12,12.79,84,2022-03-14,2029-03-14,Active
347,4255,Car,1915902.36,7.3,36,2023-11-24,2026-11-24,Active
348,1120,Home,3187206.25,13.54,60,2023-01-06,2028-01-06,Active
349,2618,Business,4444379.87,14.16,48,2025-02-19,2029-02-19,Active
350,1509,Home,4345142.03,6.52,36,2022-04-02,2025-04-02,Closed
351,3095,Home,1932193.77,13.05,36,2023-05-26,2026-05-26,Active
352,380,Home,1862952.38,11.31,24,2021-11-07,2023-11-07,Active
353,2098,Car,3051268.89,9.42,60,2021-10-24,2026-10-24,Active
354,4718,Car,4527145.94,10.53,24,2025-07-04,2027-07-04,Active
355,1428,Car,2350681.82,14.48,72,2022-09-28,2028-09-28,Defaulted
356,3104,Car,2492826.8,7.93,24,2025-01-17,2027-01-17,Active
357,1993,Personal,2589693.64,13.01,60,2023-07-10,2028-07-10,Closed
358,2321,Car,3895458.62,12.81,72,2022-12-01,2028-12-01,Active
359,2493,Business,3554717.73,8.53,36,2023-11-04,2026-11-04,Closed
360,2445,Business,4317316.22,13.65,60,2023-01-17,2028-01-17,Closed
361,3508,Car,1011055.85,7.54,12,2021-03-01,2022-03-01,Closed
362,4782,Education,4879244.59,13.45,84,2021-01-11,2028-01-11,Active
363,2193,Home,4471518.93,13.59,36,2024-05-31,2027-05-31,Defaulted
364,4779,Car,2731349.78,11.67,72,2022-12-05,2028-12-05,Closed
365,3718,Car,2749546.12,6.91,122,2023-05-13,2033-05-13,Closed
